Номер<br>ABCnet;Номер Заказа<br>(Дилер);Номер формы выхода;Модель;Версия Модели;Кузов;Цвет Кузова;Двигатель;Kоробка передач;Номер VIN;Версия;Дата заказа;Тип Тек. Рез.;Статус;Пользователь, создавший заказ;Пользователь, зарезервивавший заказ;Дата резервации до;Номер SIV;Отделка Салона;Опции 1;Опции 2;Опции 3;Опции 4;Опции 5;Опции 6;Опции 7;Опции 8;Опции 9;Опции 10;Опции 11;Опции 12;Опции 13;Опции 14;Опции 15;Опции 16;Опции 17;Опции 18;Опции 19;Опции 20;Опции 21;Опции 22;Опции 23;Опции 24;Опции 25;Опции 26;Опции 27;Опции 28;Опции 29;Опции 30;Дата Продажи;Сумма Счета;Номер Заказа Финального Клиента;Дилер;Номер Счета/Накл.;Местонахождение;Идентификационный Номер Покупателя;Тип Оплаты;Ожид.дата доставки;Место доставки;Дополнение;Тип Текущего Резервирования;Тип Предыдущего Резервирования;Год выпуска;Топливо;Комментарии;Subsidiary identification;Last Central DM Action;Dealer estimated delivery date;
229797;;285370;Партнер M5;Partner VP XR 1.4 (karsan) / 1PM5GFTS1532A050/10;Van;ZWM0 / GRIS FER;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GJKFWCAX506240;1PM5GFTS1532A050/10;11/02/2010 16:25:42;Final Customer Order;SOLD TO CLIENT;;itsa-ap-batch;;RC105770;VHFZ / NOIR;CB03;JO01;RE01;WD05;;;;;;;;;;;;;;;;;;;;;;;;;;;29/06/2010;;;3710;F-00285960;SOLD TO CLIENT;3710_7503269457;Bank Guarantee (BG);07/05/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50111165;777;267625;Партнер M5;Partner VU 800 TOLE 1.4E (karsan) / 2PM5ZVTS1532A050/10;Van;WPP0 / BLANC BANQUISE;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GCKFWCAX506072;2PM5ZVTS1532A050/10;11/02/2010 15:55:35;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC105783;N0FZ / GRIS 4;JO01;PX06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/06/2010;;;3710;F-00280712;SOLD TO CLIENT;;Bank Guarantee (BG);07/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
235470;;287819;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) / 1PT7A5FAY532BKC0/1;Hatchback 5 Doors;P9M5 / ROUGE BABYLONE;1598 ESS INJ D (  Gasoline);MANUAL 5-SPEED;Z8T4C5FWCAM002801;1PT7A5FAY532BKC0/10;12/04/2010 15:55:34;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC114831;4PFX / NOIR;LE05;NA01;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/06/2010;;;3710;F-00285217;SOLD TO CLIENT;;;04/06/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
235472;;287820;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32BKC0/10;Hatchback 5 Doors;VGM0 / METAL.VERNIS B VAPOR GREY;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM002876;1PT7A5FAYL32BKC0/10;12/04/2010 15:55:34;Final Customer Order;SOLD TO CLIENT;;itsa-ap-batch;;RC114835;4PFX / NOIR;LE05;NA01;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/06/2010;;;3710;F-00286255;SOLD TO CLIENT;3710_7500589852;Bank Guarantee (BG);11/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50104593;888;259457;Партнер M5;Partner VP XR 1.4 (karsan) / 1PM5GFTS1532A050/10;Van;ZWM0 / GRIS FER;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GJKFWCAX502958;1PM5GFTS1532A050/10;10/12/2009 15:55:49;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC100112;VHFZ / NOIR;JO01;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/06/2010;;;3710;F-00277106;SOLD TO CLIENT;;Bank Guarantee (BG);19/03/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
216258;;273456;Боксер;ChCa 335 L3(120hp) / 2PU96FHDG609A070 / 10;CHASSI CAB;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YCBMAC11796879;2PU96FHDG609A070 / 10;02/03/2010 12:25:36;SO (fixed);SOLD TO DEALER;;itsa-ap-batch;;RC107378;VMFZ / GRIS 4;RK04;NO02;PF06;RX05;KY06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00285646;Dealer;;;04/06/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
50113631;111;270780;Партнер B9;Partner B9  VP2 Confort Pack 16E 90 hp / 1PB9AFGFJ532A011/10;Minivan;J4M0 / SABLE BIVOUAC;TU5JP4B   1587   ESS (  Gasoline);MANUAL 5-SPEED;VF37JNFRCAJ654168;1PB9AFGFJ532A011/10;10/03/2010 10:55:43;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC108239;YNFM / AMARANTE;WLKX;PQ02;RE07;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/06/2010;;;3710;F-00282555;SOLD TO CLIENT;;Bank Guarantee (BG);11/06/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50111167;777;267627;Партнер M5;Partner VU 800 TOLE 1.4E (karsan) / 2PM5ZVTS1532A050/10;Van;WPP0 / BLANC BANQUISE;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GCKFWCAX506086;2PM5ZVTS1532A050/10;11/02/2010 10:55:33;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC105785;N0FZ / GRIS 4;JO01;WD05;PX06;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/06/2010;;;3710;F-00280713;SOLD TO CLIENT;;Bank Guarantee (BG);07/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50109017;222;264942;308 T7;308 SKD 5D Premium 1.6 MT5 (120hp) / 1PT7A5NAY532BKC0/10;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;1598 ESS INJ D (  Gasoline);MANUAL 5-SPEED;Z8T4C5FWCAM000518;1PT7A5NAY532BKC0/10;04/02/2010 15:55:34;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC103919;XWFX / NOIR;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/06/2010;;;3710;F-00282655;SOLD TO CLIENT;;Bank Guarantee (BG);14/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50113634;111;270783;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/10;Hatchback 5 Doors;U6M0 / METAL.VERNIS B BLEU INARI;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;VF3WCKFUCAT044629;1PA7A5L1ZP32A070/10;10/03/2010 10:55:37;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC108222;4DFX / NOIR;NF04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/06/2010;;;3710;F-00283795;SOLD TO CLIENT;;Bank Guarantee (BG);21/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
221214;;275589;Боксер;FgTI 440 L4H2(120hp) / 2PU97MHDG609UL70/XY01;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11773329;2PU97MHDG609UL70/XY01;27/01/2010 10:55:37;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC103424;RYFY / GRIS 3;PR01;RK04;FX01;HC08;NO02;PE03;PX05;;;;;;;;;;;;;;;;;;;;;;;;24/06/2010;;;3710;F-00279917;SOLD TO CLIENT;;;23/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
50111160;777;267620;Партнер M5;Partner VP XR 1.4 (karsan) / 1PM5GFTS1532A050/10;Van;X9P0 / ROUGE ARDENT;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GJKFWCAX506268;1PM5GFTS1532A050/10;11/02/2010 19:25:35;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC105768;VHFZ / NOIR;CB03;JO01;WD05;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/06/2010;;;3710;F-00281311;SOLD TO CLIENT;;Bank Guarantee (BG);14/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50109080;333;265005;Партнер B9;Partner B9  VP2 Confort Pack 16 HDi 90 hp  / 1PB9AFG3N532A01;Minivan;XYP0 / NOIR ONYX;DV6ATED4 1600    HDI (  Diesel);MANUAL 5-SPEED;VF37J9HXCAJ615132;1PB9AFG3N532A011/10;04/02/2010 15:25:34;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC105209;YNFM / AMARANTE;PQ02;RE01;WLKX;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/06/2010;;;3710;F-00279169;SOLD TO CLIENT;;Bank Guarantee (BG);30/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
50113614;111;270763;308 T7;308 SKD 5D Premium 1.6 MT5 (120hp) / 1PT7A5NAY532BKC0/10;Hatchback 5 Doors;T8M0 / BLEU IPANEMA;1598 ESS INJ D (  Gasoline);MANUAL 5-SPEED;Z8T4C5FWCAM001822;1PT7A5NAY532BKC0/10;10/03/2010 14:55:34;Final Customer Order;SOLD TO CLIENT;D668018;itsa-ap-batch;;RC108961;XWFX / NOIR;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/06/2010;;;3710;F-00285328;SOLD TO CLIENT;3710_7508456879;Bank Guarantee (BG);11/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
223076;;276976;Боксер;FgTl 330 L2H1(100hp) / 2PU93DHDE509A070/XY01;FRG. EMP.MOYEN H1 12;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE (  Diesel);MANUAL 5-SPEED;VF3YAAMFB11778173;2PU93DHDE509A070/XY01;27/01/2010 16:25:55;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC103302;RYFY / GRIS 3;FX01;NO02;PE03;PX05;SE08;;;;;;;;;;;;;;;;;;;;;;;;;;22/06/2010;;;3710;F-00280859;SOLD TO CLIENT;;;07/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
50111159;777;267619;Партнер M5;Partner VP XR 1.4 (karsan) / 1PM5GFTS1532A050/10;Van;WPP0 / BLANC BANQUISE;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GJKFWCAX506264;1PM5GFTS1532A050/10;11/02/2010 10:26:09;Final Customer Order;SOLD TO CLIENT;D668018;itsa-ap-batch;;RC105767;VHFZ / NOIR;PR01;JO01;WD05;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/06/2010;;;3710;F-00281310;SOLD TO CLIENT;3710_7600242187;Bank Guarantee (BG);14/05/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
202207;;258817;308 T7;308 5D Confort Pack 1.6 MT5 (120hp) / 1PT7A5FAY532A0C0/09;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1598 ESS INJ D (  Gasoline);MANUAL 5-SPEED;VF34C5FWCAS010820;1PT7A5FAY532A0C0/09;24/11/2009 16:25:41;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC099694;4PFX / NOIR;LE05;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/06/2010;;;3710;F-00272416;SOLD TO CLIENT;;;01/01/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2009;Gasoline;;;;In Dealership;
50109082;333;265007;Партнер B9;Partner B9  VP2 Confort Pack 16 HDi 90 hp  / 1PB9AFG3N532A01;Minivan;ZWM0 / GRIS FER;DV6ATED4 1600    HDI (  Diesel);MANUAL 5-SPEED;VF37J9HXCAJ615128;1PB9AFG3N532A011/10;04/02/2010 13:25:37;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC105210;YNFM / AMARANTE;PQ02;RE01;WLKX;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/06/2010;;;3710;F-00279170;SOLD TO CLIENT;;Bank Guarantee (BG);30/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
50108988;222;264913;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) / 1PT7A5FAY532BKC0/1;Hatchback 5 Doors;VGM0 / METAL.VERNIS B VAPOR GREY;1598 ESS INJ D (  Gasoline);MANUAL 5-SPEED;Z8T4C5FWCAM000528;1PT7A5FAY532BKC0/10;04/02/2010 13:25:37;Final Customer Order;SOLD TO CLIENT;D668018;itsa-ap-batch;;RC103877;4PFX / NOIR;LE05;NA01;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/06/2010;;;3710;F-00280787;SOLD TO CLIENT;3710_7500111111;Bank Guarantee (BG);30/04/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO-FCO in production;2010;Gasoline;;;;In Dealership;
50108503;888;264258;107 B0;107 5D TRENDY 1.0 MT / 1PB0A5KRA504A060/10;Hatchback 5 Doors;P8P0 / BLANC LIPIZAN;TOYOTA 1000E (  Gasoline);MANUAL 5-SPEED;VF3PNCFAC88461072;1PB0A5KRA504A060/10;29/01/2010 12:55:42;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC103503;3AFZ / GRIS 4;CS02;RE01;WL45;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/06/2010;;;3710;F-00279515;SOLD TO CLIENT;;Bank Guarantee (BG);16/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50109089;333;265015;Партнер B9;Partner B9  VP1 Confort 16E 90 hp / 1PB9AFCFJ532A011/10;Minivan;J4M0 / SABLE BIVOUAC;TU5JP4B   1587   ESS (  Gasoline);MANUAL 5-SPEED;VF37JNFRCAJ618769;1PB9AFCFJ532A011/10;04/02/2010 10:25:45;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC103554;YMFZ / GRIS 4;WLKX;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/06/2010;;;3710;F-00279980;SOLD TO CLIENT;;Bank Guarantee (BG);14/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50109081;333;265006;Партнер B9;Partner B9  VP2 Confort Pack 16 HDi 90 hp  / 1PB9AFG3N532A01;Minivan;WPP0 / BLANC BANQUISE;DV6ATED4 1600    HDI (  Diesel);MANUAL 5-SPEED;VF37J9HXCAJ596947;1PB9AFG3N532A011/10;04/02/2010 15:55:33;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC103586;YNFC / BEIGE;PQ02;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/06/2010;;;3710;F-00278904;SOLD TO CLIENT;;Bank Guarantee (BG);16/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
50111163;777;267623;Партнер M5;Partner VP XR 1.4 (karsan) / 1PM5GFTS1532A050/10;Van;5VP0 / BLEU LINE;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GJKFWCAX506275;1PM5GFTS1532A050/10;11/02/2010 11:55:36;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC105771;VHFZ / NOIR;CB03;JO01;RE01;WD05;;;;;;;;;;;;;;;;;;;;;;;;;;;15/06/2010;;;3710;F-00281036;SOLD TO CLIENT;;Bank Guarantee (BG);07/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50109018;222;264943;308 T7;308 SKD 5D Premium 1.6 MT5 (120hp) / 1PT7A5NAY532BKC0/10;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1598 ESS INJ D (  Gasoline);MANUAL 5-SPEED;Z8T4C5FWCAM000500;1PT7A5NAY532BKC0/10;04/02/2010 14:55:30;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC103920;XWFX / NOIR;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/06/2010;;;3710;F-00280788;SOLD TO CLIENT;;Bank Guarantee (BG);30/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50117139;;275717;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/09;Hatchback 5 Doors;1NP0 / ROUGE ADEN;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;VF3WCKFUCAT004139;1PA7A5L1ZP32A070/09;10/11/2009 13:55:33;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC099038;4DFX / NOIR;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/06/2010;;;3710;F-00279454;SOLD TO CLIENT;;Bank Guarantee (BG);01/01/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2009;Gasoline;;;;In Dealership;
50116948;;275251;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32BKC0/10;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM001032;1PT7A5FAYL32BKC0/10;12/03/2010 13:25:45;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC108924;4PFX / NOIR;NA01;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/06/2010;;;3710;F-00282713;SOLD TO CLIENT;;Bank Guarantee (BG);14/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
202322;;258869;308 T7;308 5D Confort Pack 1.6 MT5 (120hp) / 1PT7A5FAY532A0C0/09;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;1598 ESS INJ D (  Gasoline);MANUAL 5-SPEED;VF34C5FWCAS010983;1PT7A5FAY532A0C0/09;27/11/2009 11:25:38;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC099823;4PFX / NOIR;PR01;RE07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/06/2010;;;3710;F-00273378;SOLD TO CLIENT;;;01/01/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2009;Gasoline;;;;In Dealership;
50109083;333;265008;Партнер B9;Partner B9  VP2 Confort Pack 16 HDi 90 hp  / 1PB9AFG3N532A01;Minivan;9QM0 /  MOONDUST;DV6ATED4 1600    HDI (  Diesel);MANUAL 5-SPEED;VF37J9HXCAJ620721;1PB9AFG3N532A011/10;04/02/2010 16:55:54;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC103587;YNFM / AMARANTE;PQ02;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/06/2010;;;3710;F-00279287;SOLD TO CLIENT;;Bank Guarantee (BG);30/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
225295;;280237;Партнер B9;Partner B9  VP1 Confort 16E 90 hp / 1PB9AFCFJ532A011/10;Minivan;WPP0 / BLANC BANQUISE;TU5JP4B   1587   ESS (  Gasoline);MANUAL 5-SPEED;VF37JNFRCAJ612708;1PB9AFCFJ532A011/10;04/02/2010 14:55:32;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC103553;YMFZ / GRIS 4;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/06/2010;;;3710;F-00279495;SOLD TO CLIENT;;;30/04/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Gasoline;;;;In Dealership;
225297;;280238;Партнер B9;Partner B9  VP1 Confort 16E 90 hp / 1PB9AFCFJ532A011/10;Minivan;ZWM0 / GRIS FER;TU5JP4B   1587   ESS (  Gasoline);MANUAL 5-SPEED;VF37JNFRCAJ608695;1PB9AFCFJ532A011/10;04/02/2010 14:25:43;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC105211;YMFZ / GRIS 4;PB04;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/06/2010;;;3710;F-00279496;SOLD TO CLIENT;;;23/04/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Gasoline;;;;In Dealership;
216268;;273461;Боксер;FgTl 335 L3H2(120hp) / 2PU95KHDG609A070 / 10;FRG. EMP.LONG H2 16;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YCBMFC11786780;2PU95KHDG609A070 / 10;02/03/2010 16:55:36;Final Customer Order;SOLD TO CLIENT;;itsa-ap-batch;;RC107321;VMFZ / GRIS 4;RK04;NO02;PE03;PX05;SE08;;;;;;;;;;;;;;;;;;;;;;;;;;04/06/2010;;;3710;F-00282437;SOLD TO CLIENT;3710_7502616736;Bank Guarantee (BG);14/05/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (Cancellable);2010;Diesel;;;;In Dealership;
50111164;777;267624;Партнер M5;Partner VP XR 1.4 (karsan) / 1PM5GFTS1532A050/10;Van;Q4M0 / VERT ACADIE;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GJKFWCAX506854;1PM5GFTS1532A050/10;11/02/2010 16:55:42;Final Customer Order;SOLD TO CLIENT;D668018;itsa-ap-batch;;RC105948;VHFZ / NOIR;CB03;JO01;PC13;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;;31/05/2010;;;3710;F-00282141;SOLD TO CLIENT;3710_7502523717;Bank Guarantee (BG);21/05/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO-FCO in production;2010;Gasoline;;;;In Dealership;
233311;;286258;308 T7;308 SKD 5D Premium Pack 1.6 AT (120hp) / 1PT7A5QAYL32BKC0/10;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM001530;1PT7A5QAYL32BKC0/10;16/03/2010 15:25:54;Final Customer Order;SOLD TO CLIENT;;itsa-ap-batch;;RC110558;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/05/2010;;;3710;F-00282977;SOLD TO CLIENT;3710_7501137127;Bank Guarantee (BG);21/05/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50116137;;273863;308 T7;308 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32A0C0/10;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;VF34C5FWFAS093161;1PT7A5FAYL32A0C0/10;17/02/2010 15:25:54;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC106523;4PFX / NOIR;LE05;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/05/2010;;;3710;F-00278918;SOLD TO CLIENT;;Bank Guarantee (BG);09/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
224850;;280031;Боксер;FgTl 330 L2H2(100hp) / 2PU93IHDE509A070/XY01;FRG. EMP.MOYEN H2 12;5VP0 / BLEU LINE;2188 HDI P.22DTE (  Diesel);MANUAL 5-SPEED;VF3YAAMFB11774635;2PU93IHDE509A070/XY01;27/01/2010 15:25:53;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC103300;RYFY / GRIS 3;PX05;SE08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/05/2010;;;3710;F-00282113;SOLD TO CLIENT;;;14/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
50107207;888;262390;Партнер M5;Partner VU 800 TOLE 1.4E (karsan) / 2PM5ZVTS1532A050/10;Van;ZRM0 / GRIS ALUMINIUM;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GCKFWCAX504245;2PM5ZVTS1532A050/10;14/01/2010 15:25:53;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC102446;N0FZ / GRIS 4;JO01;PC04;PX06;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/05/2010;;;3710;F-00278895;SOLD TO CLIENT;;Bank Guarantee (BG);09/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
221445;;275741;Партнер M5;Partner VU 800 TOLE 1.4E (karsan) / 2PM5ZVTS1532A050/10;Van;WPP0 / BLANC BANQUISE;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GCKFWCAX504270;2PM5ZVTS1532A050/10;14/01/2010 15:25:53;Final Customer Order;SOLD TO CLIENT;;itsa-ap-batch;;RC102444;N0FZ / GRIS 4;JO01;PX06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/05/2010;;;3710;F-00280967;SOLD TO CLIENT;3710_7502616736;Bank Guarantee (BG);09/04/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50113381;;270493;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32BKC0/10;Hatchback 5 Doors;5SM0 / BLEU ABYSSE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM000033;1PT7A5FAYL32BKC0/10;01/12/2009 15:25:52;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;CH543707;4PFX / NOIR;LE05;NA01;OL07;RE07;;;;;;;;;;;;;;;;;;;;;;;;;;;31/05/2010;;;3710;F-00280219;SOLD TO CLIENT;;Bank Guarantee (BG);23/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50117140;;275718;207 A7;207 5D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32A070/09;Hatchback 5 Doors;U6M0 / METAL.VERNIS B BLEU INARI;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;VF3WCKFUCAT004107;1PA7A5L1ZP32A070/09;06/11/2009 15:55:34;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC098641;4DFX / NOIR;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/05/2010;;;3710;F-00279452;SOLD TO CLIENT;;Bank Guarantee (BG);01/01/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2009;Gasoline;;;;In Dealership;
