Номер<br>ABCnet;Номер Заказа<br>(Дилер);Номер формы выхода;Модель;Версия Модели;Кузов;Цвет Кузова;Двигатель;Kоробка передач;Номер VIN;Версия;Дата заказа;Тип Тек. Рез.;Статус;Пользователь, создавший заказ;Пользователь, зарезервивавший заказ;Дата резервации до;Номер SIV;Отделка Салона;Опции 1;Опции 2;Опции 3;Опции 4;Опции 5;Опции 6;Опции 7;Опции 8;Опции 9;Опции 10;Опции 11;Опции 12;Опции 13;Опции 14;Опции 15;Опции 16;Опции 17;Опции 18;Опции 19;Опции 20;Опции 21;Опции 22;Опции 23;Опции 24;Опции 25;Опции 26;Опции 27;Опции 28;Опции 29;Опции 30;Дата Продажи;Сумма Счета;Номер Заказа Финального Клиента;Дилер;Номер Счета/Накл.;Местонахождение;Идентификационный Номер Покупателя;Тип Оплаты;Ожид.дата доставки;Место доставки;Дополнение;Тип Текущего Резервирования;Тип Предыдущего Резервирования;Год выпуска;Топливо;Комментарии;Subsidiary identification;Last Central DM Action;Dealer estimated delivery date;
50120641;;279904;308 T7;308 SKD 5D Premium 1.6 MT5 (120hp) / 1PT7A5NAY532BKC0/10;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;1598 ESS INJ D (  Gasoline);MANUAL 5-SPEED;Z8T4C5FWCAM002589;1PT7A5NAY532BKC0/10;12/04/2010 18:25:52;SO (fixed);SOLD TO CLIENT;D679216;itsa-ap-batch;;RC114843;XWFX / NOIR;NA01;YQ01;RP02;WA60;;;;;;;;;;;;;;;;;;;;;;;;;;;29/07/2010;;;3710;F-00285172;SOLD TO CLIENT;;Bank Guarantee (BG);04/06/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50113620;111;270769;308 T7;308 SKD 5D Premium 1.6 AT (120hp) / 1PT7A5NAYL32BKC0/10;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM002107;1PT7A5NAYL32BKC0/10;10/03/2010 14:26:00;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC108967;XWFX / NOIR;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/07/2010;;;3710;F-00283994;SOLD TO CLIENT;;Bank Guarantee (BG);28/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
242873;;294720;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11792410;2PU97MHDG609UL;03/03/2010 10:26:09;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC107654;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/07/2010;;;3710;F-00292186;SOLD TO CLIENT;;;28/05/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
50131421;;294471;308 T7;308 SKD 5D Premium 1.6 AT (120hp) / 1PT7A5NAYL32BKC0/10;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM003414;1PT7A5NAYL32BKC0/10;09/04/2010 14:55:43;SO (fixed);SOLD TO CLIENT;D737653;itsa-ap-batch;;RC114032;XWFX / NOIR;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/07/2010;;;3710;F-00289422;SOLD TO CLIENT;;Bank Guarantee (BG);25/06/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
50120658;;279921;308 T7;308 SKD 5D Premium 1.6 AT (120hp) / 1PT7A5NAYL32BKC0/10;Hatchback 5 Doors;P9M5 / ROUGE BABYLONE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM002944;1PT7A5NAYL32BKC0/10;12/04/2010 10:55:48;SO (fixed);SOLD TO CLIENT;D679216;itsa-ap-batch;;RC114853;XWFX / NOIR;NA01;YQ01;WA60;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/07/2010;;;3710;F-00285053;SOLD TO CLIENT;;Bank Guarantee (BG);04/06/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50120666;;279930;308 T7;308 SKD 5D Premium Pack 1.6 AT (120hp) / 1PT7A5QAYL32BKC0/10;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM004801;1PT7A5QAYL32BKC0/10;12/04/2010 10:55:48;Final Customer Order;SOLD TO CLIENT;D679216;itsa-ap-batch;;RC114858;TTFQ / CRIOLLO;UB01;UF01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/07/2010;;;3710;F-00287450;SOLD TO CLIENT;3710_7602268421;Bank Guarantee (BG);18/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50108978;111;264891;207 A7;207 5D ACTIVE 1.4 MT (75hp) / 1PA7A5LS3532A070/10;Hatchback 5 Doors;X6M0 / ROUGE ERYTHREE;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;VF3WCKFT0AW031296;1PA7A5LS3532A070/10;04/02/2010 17:26:02;Final Customer Order;SOLD TO CLIENT;D668018;itsa-ap-batch;;RC104119;4DFX / NOIR;PR01;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/07/2010;;;3710;F-00277842;SOLD TO CLIENT;3710_7500111111;Bank Guarantee (BG);02/04/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO-FCO in production;2010;Gasoline;;;;In Dealership;
50131424;;294474;308 T7;308 SKD 5D Premium 1.6 AT (120hp) / 1PT7A5NAYL32BKC0/10;Hatchback 5 Doors;T8M0 / BLEU IPANEMA;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM004624;1PT7A5NAYL32BKC0/10;09/04/2010 12:25:43;SO (fixed);SOLD TO CLIENT;D737653;itsa-ap-batch;;RC114597;XWFX / NOIR;NA01;YQ01;RP02;WA60;;;;;;;;;;;;;;;;;;;;;;;;;;;24/07/2010;;;3710;F-00289425;SOLD TO CLIENT;;Bank Guarantee (BG);25/06/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
50120695;;279960;207 A7;207 5D Sportium 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32JV70/10;Hatchback 5 Doors;X6M0 / ROUGE ERYTHREE;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;VF3WCKFUCAT051792;1PA7A5L1ZP32JV70/10;12/04/2010 18:55:43;Final Customer Order;SOLD TO CLIENT;D679216;itsa-ap-batch;;RC114889;4CFZ / GRIS 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/07/2010;;;3710;F-00288361;SOLD TO CLIENT;3710_7602456321;Bank Guarantee (BG);18/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
222938;;276886;Боксер;FgTl 333 L2H2(120hp) / 2PU93JHDG609A070/XY01;FRG. EMP.MOYEN H2 14;4FM0 / BLEU LAGO AZZURO;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YBBMFB11774763;2PU93JHDG609A070/XY01;27/01/2010 11:25:49;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC103426;RYFY / GRIS 3;PR01;RK04;FX01;NO02;PE03;PX05;SE08;;;;;;;;;;;;;;;;;;;;;;;;23/07/2010;;;3710;F-00280035;SOLD TO CLIENT;;;23/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
235468;;287818;Партнер M5;Partner VP XR 1.4 (karsan) / 1PM5GFTS1532A050/10;Van;WPP0 / BLANC BANQUISE;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GJKFWCAX509594;1PM5GFTS1532A050/10;16/03/2010 10:26:03;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC110481;VHFZ / NOIR;JO01;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/07/2010;;;3710;F-00288476;SOLD TO CLIENT;;;02/07/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
242867;;294718;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11793993;2PU97MHDG609UL;25/03/2010 16:55:49;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC111687;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/07/2010;;;3710;F-00290140;SOLD TO CLIENT;;;28/05/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
243145;;294825;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11793872;2PU97MHDG609UL;25/03/2010 16:55:49;SO (fixed);SOLD TO CLIENT;;itsa-ap-batch;;RC111684;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/07/2010;;;3710;F-00288986;SOLD TO CLIENT;;;28/05/2010;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;In Dealership;
239313;;293288;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11789379;2PU97MHDG609UL;03/03/2010 16:55:49;Final Customer Order;SOLD TO CLIENT;;itsa-ap-batch;;RC107618;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/07/2010;;;3710;F-00288563;SOLD TO CLIENT;3710_7508235879;Bank Guarantee (BG);21/05/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Diesel;;;;In Dealership;
239317;;293290;Боксер;FgTI 440 L4H2(120hp)/04/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11790209;2PU97MHDG609UL;03/03/2010 16:55:49;Final Customer Order;SOLD TO CLIENT;;itsa-ap-batch;;RC107644;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/07/2010;;;3710;F-00288984;SOLD TO CLIENT;3710_7600268475;Bank Guarantee (BG);21/05/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Diesel;;;;In Dealership;
236255;;288252;Боксер;FgTI 440 L4H2(120hp) / 2PU97MHDG609UL70/03/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11770944;2PU97MHDG609UL70/03/Ir22_base+el;12/02/2010 16:26:06;Final Customer Order;SOLD TO CLIENT;;itsa-ap-batch;;RC105970;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/07/2010;;;3710;F-00288558;SOLD TO CLIENT;3710_7800456258;Bank Guarantee (BG);23/04/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Diesel;;;;In Dealership;
236253;;288251;Боксер;FgTI 440 L4H2(120hp) / 2PU97MHDG609UL70/03/Irit22_base+el/10;FRG. EMP.RALLON H2 2;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YEBMFC11775874;2PU97MHDG609UL70/03/Ir22_base+el;27/01/2010 16:26:06;Final Customer Order;SOLD TO CLIENT;;itsa-ap-batch;;RC103299;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/07/2010;;;3710;F-00288557;SOLD TO CLIENT;3710_7801256987;Bank Guarantee (BG);30/04/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Diesel;;;;In Dealership;
50116072;222;273793;Партнер M5;Partner VP XR 1.4 (karsan) / 1PM5GFTS1532A050/10;Van;5VP0 / BLEU LINE;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GJKFWCAX509605;1PM5GFTS1532A050/10;16/03/2010 11:55:46;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC110482;VHFZ / NOIR;JO01;RE01;WD05;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/07/2010;;;3710;F-00288017;SOLD TO CLIENT;;Bank Guarantee (BG);02/07/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50120696;;279961;207 A7;207 5D Sportium 1.4 2-TRONIC (90hp) / 1PA7A5L1ZP32JV70/10;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;VF3WCKFUCAW064513;1PA7A5L1ZP32JV70/10;12/04/2010 10:26:09;SO (fixed);SOLD TO CLIENT;D679216;itsa-ap-batch;;RC114890;4CFZ / GRIS 4;UF01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/07/2010;;;3710;F-00287542;SOLD TO CLIENT;;Bank Guarantee (BG);18/06/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50113610;111;270759;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32BKC0/10;Hatchback 5 Doors;5SM0 / BLEU ABYSSE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM001921;1PT7A5FAYL32BKC0/10;10/03/2010 10:26:09;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC108957;4PFX / NOIR;LE05;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/07/2010;;;3710;F-00283215;SOLD TO CLIENT;;Bank Guarantee (BG);28/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50122610;;282971;4007 MP;4007 Premium 2.4  MT  5PL / 1PMPSUMRMC00A020/10;S.U.V.;9TM0 / GRIS GARRIGUE;2.4L MMC (  Gasoline);4X4 BOIT.MANUELLE 5;VF3VUSFZCAZ804881;1PMPSUMRMC00A020/10;14/12/2009 10:25:56;Final Customer Order;SOLD TO CLIENT;D729110;itsa-ap-batch;;RC100348;XAFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/07/2010;;;3710;F-00286084;SOLD TO CLIENT;3710_7500456872;Consignment (CN);07/05/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50131182;;293953;308 T7;308 SKD 5D Premium 1.6 AT (120hp) / 1PT7A5NAYL32BKC0/10;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM004891;1PT7A5NAYL32BKC0/10;05/05/2010 11:55:47;Final Customer Order;SOLD TO CLIENT;D737653;itsa-ap-batch;;RC116667;XWFX / NOIR;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/07/2010;;;3710;F-00288428;SOLD TO CLIENT;3710_7500258789;Bank Guarantee (BG);25/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;;2010;Gasoline;;;;In Dealership;
50130991;3088;293637;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32BKC0/10;Hatchback 5 Doors;P9M5 / ROUGE BABYLONE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM002777;1PT7A5FAYL32BKC0/10;12/04/2010 17:26:09;Final Customer Order;SOLD TO CLIENT;D678616;itsa-ap-batch;;RC114698;4PFX / NOIR;NA01;PR01;RE07;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/07/2010;;;3710;F-00287688;SOLD TO CLIENT;3710_7507201859;Bank Guarantee (BG);18/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50117470;;276090;107 B0;107 5D TRENDY 1.0 2-TRONIC / 1PB0A5KRAP04A060/10;Hatchback 5 Doors;Y2P0 / ROUGE SCARLET;TOYOTA 1000E (  Gasoline);2-TRONIC 5-SPEED;VF3PNCFAC88482317;1PB0A5KRAP04A060/10;31/03/2010 13:25:38;Final Customer Order;SOLD TO CLIENT;U196410;itsa-ap-batch;;RC112060;3AFZ / GRIS 4;RE01;WL45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/07/2010;;;3710;F-00286828;SOLD TO CLIENT;3710_7502559114;Bank Guarantee (BG);18/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO-FCO in production;2010;Gasoline;;;;In Dealership;
50113615;111;270764;308 T7;308 SKD 5D Premium 1.6 MT5 (120hp) / 1PT7A5NAY532BKC0/10;Hatchback 5 Doors;P9M5 / ROUGE BABYLONE;1598 ESS INJ D (  Gasoline);MANUAL 5-SPEED;Z8T4C5FWCAM001951;1PT7A5NAY532BKC0/10;10/03/2010 16:55:41;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC108962;XWFX / NOIR;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/07/2010;;;3710;F-00283238;SOLD TO CLIENT;;Bank Guarantee (BG);28/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50120657;;279920;308 T7;308 SKD 5D Premium 1.6 AT (120hp) / 1PT7A5NAYL32BKC0/10;Hatchback 5 Doors;P9M5 / ROUGE BABYLONE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM003835;1PT7A5NAYL32BKC0/10;12/04/2010 11:25:45;Final Customer Order;SOLD TO CLIENT;D679216;itsa-ap-batch;;RC114852;XWFX / NOIR;NA01;YQ01;WA60;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/07/2010;;;3710;F-00287449;SOLD TO CLIENT;3710_7512852369;Bank Guarantee (BG);18/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50113601;111;270750;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32BKC0/10;Hatchback 5 Doors;5SM0 / BLEU ABYSSE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM001630;1PT7A5FAYL32BKC0/10;10/03/2010 11:25:45;Final Customer Order;SOLD TO CLIENT;D668018;itsa-ap-batch;;RC108956;4PFX / NOIR;LE05;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/07/2010;;;3710;F-00284824;SOLD TO CLIENT;3710_7502581235;Bank Guarantee (BG);28/05/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50107203;888;262386;Партнер M5;Partner VP XR 1.4 (karsan) / 1PM5GFTS1532A050/10;Van;WPP0 / BLANC BANQUISE;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GJKFWCAX504468;1PM5GFTS1532A050/10;14/01/2010 18:56:14;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC102394;VHFZ / NOIR;JO01;RE01;WD05;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/07/2010;;;3710;F-00278892;SOLD TO CLIENT;;Bank Guarantee (BG);09/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50120634;;279897;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32BKC0/10;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM002890;1PT7A5FAYL32BKC0/10;12/04/2010 10:27:45;Final Customer Order;SOLD TO CLIENT;D679216;itsa-ap-batch;;RC114839;4PFX / NOIR;LE05;NA01;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/07/2010;;;3710;F-00286079;SOLD TO CLIENT;3710_7502315889;Bank Guarantee (BG);11/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
225808;;280369;308 T7;308 SKD 5D Premium Pack 1.6 AT (120hp) / 1PT7A5QAYL32BKC0/10;Hatchback 5 Doors;T8M0 / BLEU IPANEMA;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM000103;1PT7A5QAYL32BKC0/10;12/01/2010 19:56:28;Final Customer Order;SOLD TO CLIENT;;itsa-ap-batch;;RC102186;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/07/2010;;;3710;F-00285958;SOLD TO CLIENT;3710_7603269147;Bank Guarantee (BG);30/04/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50117191;888;275786;Боксер;FgTl 335 L3H2(120hp) / 2PU95KHDG609A070 / 10;FRG. EMP.LONG H2 16;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YCBMFC11792491;2PU95KHDG609A070 / 10;30/03/2010 17:27:46;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC112028;VMFZ / GRIS 4;JO01;MI01;RK04;WM06;NO02;PE03;PX05;SE08;;;;;;;;;;;;;;;;;;;;;;;06/07/2010;;;3710;F-00283222;SOLD TO CLIENT;;Bank Guarantee (BG);28/05/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Diesel;;;;In Dealership;
50120622;;279885;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) / 1PT7A5FAY532BKC0/1;Hatchback 5 Doors;T8M0 / BLEU IPANEMA;1598 ESS INJ D (  Gasoline);MANUAL 5-SPEED;Z8T4C5FWCAM003021;1PT7A5FAY532BKC0/10;12/04/2010 12:26:03;Final Customer Order;SOLD TO CLIENT;D679216;itsa-ap-batch;;RC114833;4PFX / NOIR;LE05;NA01;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/07/2010;;;3710;F-00285171;SOLD TO CLIENT;3710_7502698255;Bank Guarantee (BG);04/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50113632;111;270781;Партнер B9;Partner B9  VP2 Confort Pack 16E 90 hp / 1PB9AFGFJ532A011/10;Minivan;ZWM0 / GRIS FER;TU5JP4B   1587   ESS (  Gasoline);MANUAL 5-SPEED;VF37JNFRCAJ645670;1PB9AFGFJ532A011/10;10/03/2010 18:25:36;Final Customer Order;SOLD TO CLIENT;D668018;itsa-ap-batch;;RC108382;YNFM / AMARANTE;AL05;PQ02;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;;;02/07/2010;;;3710;F-00285216;SOLD TO CLIENT;3710_7500216789;Bank Guarantee (BG);04/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (Cancellable);2010;Gasoline;;;;In Dealership;
50113612;111;270761;308 T7;308 SKD 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32BKC0/10;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM001635;1PT7A5FAYL32BKC0/10;10/03/2010 16:55:36;Final Customer Order;SOLD TO CLIENT;D668018;itsa-ap-batch;;RC108959;4PFX / NOIR;LE05;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02/07/2010;;;3710;F-00286815;SOLD TO CLIENT;3710_7503122485;Bank Guarantee (BG);18/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50105858;888;261018;308 T7;308 5D Confort Pack 1.6 AT (120hp) / 1PT7A5FAYL32A0C0/10;Hatchback 5 Doors;9HM0 / GRIS THORIUM;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;VF34C5FWFAS089795;1PT7A5FAYL32A0C0/10;11/01/2010 16:55:36;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC101070;4PFX / NOIR;LE05;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02/07/2010;;;3710;F-00278887;SOLD TO CLIENT;;Bank Guarantee (BG);09/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
50120652;;279915;308 T7;308 SKD 5D Premium 1.6 AT (120hp) / 1PT7A5NAYL32BKC0/10;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM003421;1PT7A5NAYL32BKC0/10;12/04/2010 15:55:35;Final Customer Order;SOLD TO CLIENT;D679216;itsa-ap-batch;;RC114847;XWFX / NOIR;NA01;WA60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02/07/2010;;;3710;F-00287098;SOLD TO CLIENT;3710_7600123698;Bank Guarantee (BG);18/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
232544;;285911;308 T7;308 SKD 5D Premium 1.6 AT (120hp) / 1PT7A5NAYL32BKC0/10;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM002934;1PT7A5NAYL32BKC0/10;09/04/2010 14:55:46;Final Customer Order;SOLD TO CLIENT;;itsa-ap-batch;;RC113901;XWFX / NOIR;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30/06/2010;;;3710;F-00285680;SOLD TO CLIENT;3710_7523589654;Bank Guarantee (BG);11/06/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50108987;222;264912;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) / 1PT7A5FAY532BKC0/1;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1598 ESS INJ D (  Gasoline);MANUAL 5-SPEED;Z8T4C5FWCAM000598;1PT7A5FAY532BKC0/10;04/02/2010 14:55:45;SO (fixed);SOLD TO CLIENT;D668018;itsa-ap-batch;;RC103876;4PFX / NOIR;NA01;PR01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30/06/2010;;;3710;F-00281463;SOLD TO CLIENT;;Bank Guarantee (BG);30/04/2010;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2010;Gasoline;;;;In Dealership;
